Filepath,MfccPath,Emotion
./dataset/mlend/MLEndSND_Public/10526.wav,mfccs/10526_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/37406.wav,mfccs/37406_mfcc.pt,Question
./dataset/esd/0013/Sad/0013_001332.wav,mfccs/0013_001332_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/14537.wav,mfccs/14537_mfcc.pt,Bored
./dataset/esd/0019/Happy/0019_000914.wav,mfccs/0019_000914_mfcc.pt,Happy
./dataset/ravdess/Actor_13/03-01-08-02-01-02-13.wav,mfccs/03-01-08-02-01-02-13_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/07890.wav,mfccs/07890_mfcc.pt,Happy
./dataset/esd/0011/Angry/0011_000627.wav,mfccs/0011_000627_mfcc.pt,Anger
./dataset/esd/0015/Surprise/0015_001712.wav,mfccs/0015_001712_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/06361.wav,mfccs/06361_mfcc.pt,Happy
./dataset/meld/train/dia721_utt0.mp4,mfccs/dia721_utt0_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/31590.wav,mfccs/31590_mfcc.pt,Bored
./dataset/esd/0016/Surprise/0016_001726.wav,mfccs/0016_001726_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/11615.wav,mfccs/11615_mfcc.pt,Question
./dataset/meld/train/dia860_utt12.mp4,mfccs/dia860_utt12_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/13269.wav,mfccs/13269_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/45260.wav,mfccs/45260_mfcc.pt,Bored
./dataset/meld/train/dia940_utt5.mp4,mfccs/dia940_utt5_mfcc.pt,Neutral
./dataset/esd/0015/Happy/0015_000734.wav,mfccs/0015_000734_mfcc.pt,Happy
./dataset/esd/0013/Angry/0013_000640.wav,mfccs/0013_000640_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/19870.wav,mfccs/19870_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/38240.wav,mfccs/38240_mfcc.pt,Question
./dataset/crema-d/AudioWAV/1037_IEO_HAP_MD.wav,mfccs/1037_IEO_HAP_MD_mfcc.pt,Happy
./dataset/esd/0012/Happy/0012_000793.wav,mfccs/0012_000793_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/29183.wav,mfccs/29183_mfcc.pt,Question
./dataset/esd/0019/Angry/0019_000639.wav,mfccs/0019_000639_mfcc.pt,Anger
./dataset/tess/YAF_pleasant_surprised/YAF_talk_ps.wav,mfccs/YAF_talk_ps_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/04270.wav,mfccs/04270_mfcc.pt,Neutral
./dataset/esd/0012/Angry/0012_000464.wav,mfccs/0012_000464_mfcc.pt,Anger
./dataset/esd/0017/Neutral/0017_000129.wav,mfccs/0017_000129_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/02303.wav,mfccs/02303_mfcc.pt,Neutral
./dataset/esd/0013/Sad/0013_001371.wav,mfccs/0013_001371_mfcc.pt,Sad
./dataset/crema-d/AudioWAV/1085_TIE_FEA_XX.wav,mfccs/1085_TIE_FEA_XX_mfcc.pt,Fear
./dataset/esd/0014/Surprise/0014_001702.wav,mfccs/0014_001702_mfcc.pt,Surprise
./dataset/crema-d/AudioWAV/1029_TIE_FEA_XX.wav,mfccs/1029_TIE_FEA_XX_mfcc.pt,Fear
./dataset/esd/0012/Happy/0012_000864.wav,mfccs/0012_000864_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1001_TAI_DIS_XX.wav,mfccs/1001_TAI_DIS_XX_mfcc.pt,Disgust
./dataset/esd/0012/Sad/0012_001339.wav,mfccs/0012_001339_mfcc.pt,Sad
./dataset/esd/0019/Surprise/0019_001500.wav,mfccs/0019_001500_mfcc.pt,Surprise
./dataset/esd/0011/Surprise/0011_001666.wav,mfccs/0011_001666_mfcc.pt,Surprise
./dataset/esd/0013/Sad/0013_001321.wav,mfccs/0013_001321_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/08455.wav,mfccs/08455_mfcc.pt,Bored
./dataset/ravdess/Actor_11/03-01-03-02-01-02-11.wav,mfccs/03-01-03-02-01-02-11_mfcc.pt,Happy
./dataset/meld/train/dia481_utt3.mp4,mfccs/dia481_utt3_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/39163.wav,mfccs/39163_mfcc.pt,Neutral
./dataset/esd/0017/Happy/0017_000851.wav,mfccs/0017_000851_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/28859.wav,mfccs/28859_mfcc.pt,Neutral
./dataset/esd/0014/Neutral/0014_000007.wav,mfccs/0014_000007_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/36415.wav,mfccs/36415_mfcc.pt,Neutral
./dataset/esd/0014/Happy/0014_000833.wav,mfccs/0014_000833_mfcc.pt,Happy
./dataset/esd/0019/Surprise/0019_001487.wav,mfccs/0019_001487_mfcc.pt,Surprise
./dataset/meld/train/dia655_utt1.mp4,mfccs/dia655_utt1_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/00003.wav,mfccs/00003_mfcc.pt,Happy
./dataset/esd/0013/Happy/0013_001049.wav,mfccs/0013_001049_mfcc.pt,Happy
./dataset/esd/0011/Happy/0011_000994.wav,mfccs/0011_000994_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/34737.wav,mfccs/34737_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/11365.wav,mfccs/11365_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/29493.wav,mfccs/29493_mfcc.pt,Bored
./dataset/esd/0012/Neutral/0012_000119.wav,mfccs/0012_000119_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1080_TSI_NEU_XX.wav,mfccs/1080_TSI_NEU_XX_mfcc.pt,Neutral
./dataset/esd/0014/Happy/0014_000708.wav,mfccs/0014_000708_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/40581.wav,mfccs/40581_mfcc.pt,Happy
./dataset/esd/0016/Sad/0016_001339.wav,mfccs/0016_001339_mfcc.pt,Sad
./dataset/crema-d/AudioWAV/1026_IOM_FEA_XX.wav,mfccs/1026_IOM_FEA_XX_mfcc.pt,Fear
./dataset/esd/0011/Happy/0011_000934.wav,mfccs/0011_000934_mfcc.pt,Happy
./dataset/esd/0014/Sad/0014_001055.wav,mfccs/0014_001055_mfcc.pt,Sad
./dataset/esd/0011/Angry/0011_000679.wav,mfccs/0011_000679_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/06671.wav,mfccs/06671_mfcc.pt,Question
./dataset/meld/train/dia925_utt6.mp4,mfccs/dia925_utt6_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/25651.wav,mfccs/25651_mfcc.pt,Bored
./dataset/tess/OAF_disgust/OAF_goose_disgust.wav,mfccs/OAF_goose_disgust_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/41892.wav,mfccs/41892_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1058_IEO_SAD_HI.wav,mfccs/1058_IEO_SAD_HI_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/01107.wav,mfccs/01107_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/17065.wav,mfccs/17065_mfcc.pt,Neutral
./dataset/esd/0016/Surprise/0016_001445.wav,mfccs/0016_001445_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/38548.wav,mfccs/38548_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/45287.wav,mfccs/45287_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/44145.wav,mfccs/44145_mfcc.pt,Neutral
./dataset/meld/train/dia504_utt3.mp4,mfccs/dia504_utt3_mfcc.pt,Neutral
./dataset/esd/0011/Angry/0011_000648.wav,mfccs/0011_000648_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/18596.wav,mfccs/18596_mfcc.pt,Question
./dataset/esd/0013/Neutral/0013_000139.wav,mfccs/0013_000139_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/05571.wav,mfccs/05571_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/44735.wav,mfccs/44735_mfcc.pt,Question
./dataset/esd/0011/Surprise/0011_001749.wav,mfccs/0011_001749_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/05895.wav,mfccs/05895_mfcc.pt,Bored
./dataset/meld/train/dia244_utt0.mp4,mfccs/dia244_utt0_mfcc.pt,Neutral
./dataset/tess/YAF_fear/YAF_bite_fear.wav,mfccs/YAF_bite_fear_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/28319.wav,mfccs/28319_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/03348.wav,mfccs/03348_mfcc.pt,Neutral
./dataset/ravdess/Actor_05/03-01-05-01-01-01-05.wav,mfccs/03-01-05-01-01-01-05_mfcc.pt,Anger
./dataset/esd/0011/Surprise/0011_001424.wav,mfccs/0011_001424_mfcc.pt,Surprise
./dataset/esd/0016/Angry/0016_000584.wav,mfccs/0016_000584_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/38260.wav,mfccs/38260_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/14913.wav,mfccs/14913_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/23736.wav,mfccs/23736_mfcc.pt,Bored
./dataset/meld/train/dia376_utt1.mp4,mfccs/dia376_utt1_mfcc.pt,Happy
./dataset/esd/0019/Happy/0019_000822.wav,mfccs/0019_000822_mfcc.pt,Happy
./dataset/esd/0012/Neutral/0012_000180.wav,mfccs/0012_000180_mfcc.pt,Neutral
./dataset/esd/0011/Angry/0011_000499.wav,mfccs/0011_000499_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/10727.wav,mfccs/10727_mfcc.pt,Bored
./dataset/tess/YAF_angry/YAF_lose_angry.wav,mfccs/YAF_lose_angry_mfcc.pt,Anger
./dataset/crema-d/AudioWAV/1089_IWL_NEU_XX.wav,mfccs/1089_IWL_NEU_XX_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/09834.wav,mfccs/09834_mfcc.pt,Happy
./dataset/esd/0013/Surprise/0013_001699.wav,mfccs/0013_001699_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/29132.wav,mfccs/29132_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1045_IEO_FEA_LO.wav,mfccs/1045_IEO_FEA_LO_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/16004.wav,mfccs/16004_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1013_WSI_NEU_XX.wav,mfccs/1013_WSI_NEU_XX_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/00064.wav,mfccs/00064_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/08386.wav,mfccs/08386_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1032_IEO_DIS_LO.wav,mfccs/1032_IEO_DIS_LO_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/15476.wav,mfccs/15476_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/42971.wav,mfccs/42971_mfcc.pt,Neutral
./dataset/meld/train/dia537_utt1.mp4,mfccs/dia537_utt1_mfcc.pt,Neutral
./dataset/esd/0013/Surprise/0013_001702.wav,mfccs/0013_001702_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/18210.wav,mfccs/18210_mfcc.pt,Question
./dataset/tess/OAF_happy/OAF_young_happy.wav,mfccs/OAF_young_happy_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1027_DFA_DIS_XX.wav,mfccs/1027_DFA_DIS_XX_mfcc.pt,Disgust
./dataset/meld/train/dia561_utt14.mp4,mfccs/dia561_utt14_mfcc.pt,Surprise
./dataset/esd/0011/Sad/0011_001271.wav,mfccs/0011_001271_mfcc.pt,Sad
./dataset/meld/train/dia358_utt13.mp4,mfccs/dia358_utt13_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/32402.wav,mfccs/32402_mfcc.pt,Question
./dataset/esd/0018/Surprise/0018_001574.wav,mfccs/0018_001574_mfcc.pt,Surprise
./dataset/esd/0011/Sad/0011_001142.wav,mfccs/0011_001142_mfcc.pt,Sad
./dataset/esd/0016/Happy/0016_000741.wav,mfccs/0016_000741_mfcc.pt,Happy
./dataset/ravdess/Actor_13/03-01-04-02-02-01-13.wav,mfccs/03-01-04-02-02-01-13_mfcc.pt,Sad
./dataset/meld/train/dia560_utt1.mp4,mfccs/dia560_utt1_mfcc.pt,Happy
./dataset/esd/0011/Sad/0011_001131.wav,mfccs/0011_001131_mfcc.pt,Sad
./dataset/meld/train/dia21_utt9.mp4,mfccs/dia21_utt9_mfcc.pt,Neutral
./dataset/esd/0017/Surprise/0017_001463.wav,mfccs/0017_001463_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/01396.wav,mfccs/01396_mfcc.pt,Happy
./dataset/tess/OAF_neutral/OAF_wheat_neutral.wav,mfccs/OAF_wheat_neutral_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/13331.wav,mfccs/13331_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/18823.wav,mfccs/18823_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/37938.wav,mfccs/37938_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/13958.wav,mfccs/13958_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/39139.wav,mfccs/39139_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/32671.wav,mfccs/32671_mfcc.pt,Bored
./dataset/esd/0011/Sad/0011_001373.wav,mfccs/0011_001373_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/42553.wav,mfccs/42553_mfcc.pt,Neutral
./dataset/tess/YAF_angry/YAF_jug_angry.wav,mfccs/YAF_jug_angry_mfcc.pt,Anger
./dataset/esd/0014/Happy/0014_000714.wav,mfccs/0014_000714_mfcc.pt,Happy
./dataset/esd/0018/Happy/0018_000945.wav,mfccs/0018_000945_mfcc.pt,Happy
./dataset/esd/0013/Sad/0013_001135.wav,mfccs/0013_001135_mfcc.pt,Sad
./dataset/crema-d/AudioWAV/1009_IEO_SAD_LO.wav,mfccs/1009_IEO_SAD_LO_mfcc.pt,Sad
./dataset/tess/YAF_fear/YAF_cool_fear.wav,mfccs/YAF_cool_fear_mfcc.pt,Fear
./dataset/esd/0016/Happy/0016_000773.wav,mfccs/0016_000773_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1083_IEO_SAD_MD.wav,mfccs/1083_IEO_SAD_MD_mfcc.pt,Sad
./dataset/esd/0013/Neutral/0013_000042.wav,mfccs/0013_000042_mfcc.pt,Neutral
./dataset/esd/0018/Sad/0018_001396.wav,mfccs/0018_001396_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/34384.wav,mfccs/34384_mfcc.pt,Neutral
./dataset/meld/train/dia771_utt17.mp4,mfccs/dia771_utt17_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/22423.wav,mfccs/22423_mfcc.pt,Question
./dataset/esd/0016/Happy/0016_000746.wav,mfccs/0016_000746_mfcc.pt,Happy
./dataset/esd/0011/Neutral/0011_000205.wav,mfccs/0011_000205_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/36016.wav,mfccs/36016_mfcc.pt,Bored
./dataset/esd/0019/Neutral/0019_000069.wav,mfccs/0019_000069_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/23403.wav,mfccs/23403_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/24943.wav,mfccs/24943_mfcc.pt,Question
./dataset/tess/YAF_angry/YAF_pike_angry.wav,mfccs/YAF_pike_angry_mfcc.pt,Anger
./dataset/esd/0017/Angry/0017_000700.wav,mfccs/0017_000700_mfcc.pt,Anger
./dataset/meld/train/dia401_utt3.mp4,mfccs/dia401_utt3_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/03427.wav,mfccs/03427_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/30884.wav,mfccs/30884_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/25060.wav,mfccs/25060_mfcc.pt,Neutral
./dataset/meld/train/dia184_utt9.mp4,mfccs/dia184_utt9_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1074_ITH_FEA_XX.wav,mfccs/1074_ITH_FEA_XX_mfcc.pt,Fear
./dataset/esd/0020/Angry/0020_000454.wav,mfccs/0020_000454_mfcc.pt,Anger
./dataset/esd/0012/Happy/0012_000704.wav,mfccs/0012_000704_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/30744.wav,mfccs/30744_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/01911.wav,mfccs/01911_mfcc.pt,Bored
./dataset/esd/0018/Surprise/0018_001725.wav,mfccs/0018_001725_mfcc.pt,Surprise
./dataset/esd/0019/Surprise/0019_001419.wav,mfccs/0019_001419_mfcc.pt,Surprise
./dataset/mlend/MLEndSND_Public/13135.wav,mfccs/13135_mfcc.pt,Happy
./dataset/esd/0013/Surprise/0013_001747.wav,mfccs/0013_001747_mfcc.pt,Surprise
./dataset/esd/0014/Neutral/0014_000056.wav,mfccs/0014_000056_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/27758.wav,mfccs/27758_mfcc.pt,Question
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female1_angry_1a_2.wav,mfccs/female1_angry_1a_2_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/23731.wav,mfccs/23731_mfcc.pt,Bored
./dataset/meld/train/dia124_utt3.mp4,mfccs/dia124_utt3_mfcc.pt,Disgust
./dataset/tess/OAF_angry/OAF_pass_angry.wav,mfccs/OAF_pass_angry_mfcc.pt,Anger
./dataset/esd/0013/Sad/0013_001227.wav,mfccs/0013_001227_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/24272.wav,mfccs/24272_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1077_IEO_DIS_HI.wav,mfccs/1077_IEO_DIS_HI_mfcc.pt,Disgust
./dataset/esd/0019/Happy/0019_000997.wav,mfccs/0019_000997_mfcc.pt,Happy
./dataset/savee/JK_h03.wav,mfccs/JK_h03_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/37318.wav,mfccs/37318_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/46568.wav,mfccs/46568_mfcc.pt,Question
./dataset/esd/0019/Sad/0019_001076.wav,mfccs/0019_001076_mfcc.pt,Sad
./dataset/crema-d/AudioWAV/1020_TAI_DIS_XX.wav,mfccs/1020_TAI_DIS_XX_mfcc.pt,Disgust
./dataset/jl-corpus/Raw JL corpus (unchecked and unannotated)/JL(wav+txt)/female2_happy_12a_2.wav,mfccs/female2_happy_12a_2_mfcc.pt,Happy
./dataset/meld/train/dia412_utt15.mp4,mfccs/dia412_utt15_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/18564.wav,mfccs/18564_mfcc.pt,Neutral
./dataset/esd/0013/Happy/0013_000769.wav,mfccs/0013_000769_mfcc.pt,Happy
./dataset/ravdess/Actor_18/03-01-06-02-02-01-18.wav,mfccs/03-01-06-02-02-01-18_mfcc.pt,Fear
./dataset/esd/0011/Sad/0011_001326.wav,mfccs/0011_001326_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/19511.wav,mfccs/19511_mfcc.pt,Question
./dataset/tess/OAF_neutral/OAF_hash_neutral.wav,mfccs/OAF_hash_neutral_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1060_TAI_DIS_XX.wav,mfccs/1060_TAI_DIS_XX_mfcc.pt,Disgust
./dataset/meld/train/dia1_utt4.mp4,mfccs/dia1_utt4_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1071_MTI_FEA_XX.wav,mfccs/1071_MTI_FEA_XX_mfcc.pt,Fear
./dataset/esd/0016/Angry/0016_000582.wav,mfccs/0016_000582_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/03512.wav,mfccs/03512_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1050_TIE_SAD_XX.wav,mfccs/1050_TIE_SAD_XX_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/02292.wav,mfccs/02292_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/26955.wav,mfccs/26955_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1035_IWW_NEU_XX.wav,mfccs/1035_IWW_NEU_XX_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/40610.wav,mfccs/40610_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/32308.wav,mfccs/32308_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/13612.wav,mfccs/13612_mfcc.pt,Question
./dataset/esd/0011/Sad/0011_001200.wav,mfccs/0011_001200_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/25297.wav,mfccs/25297_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/21498.wav,mfccs/21498_mfcc.pt,Question
./dataset/esd/0015/Neutral/0015_000235.wav,mfccs/0015_000235_mfcc.pt,Neutral
./dataset/esd/0019/Neutral/0019_000017.wav,mfccs/0019_000017_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/38480.wav,mfccs/38480_mfcc.pt,Happy
./dataset/esd/0015/Happy/0015_000796.wav,mfccs/0015_000796_mfcc.pt,Happy
./dataset/crema-d/AudioWAV/1065_IEO_HAP_LO.wav,mfccs/1065_IEO_HAP_LO_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/36892.wav,mfccs/36892_mfcc.pt,Question
./dataset/esd/0019/Happy/0019_000708.wav,mfccs/0019_000708_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/37697.wav,mfccs/37697_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/01367.wav,mfccs/01367_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/00873.wav,mfccs/00873_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/27356.wav,mfccs/27356_mfcc.pt,Question
./dataset/esd/0011/Happy/0011_000863.wav,mfccs/0011_000863_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/08684.wav,mfccs/08684_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/41940.wav,mfccs/41940_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/11193.wav,mfccs/11193_mfcc.pt,Question
./dataset/esd/0020/Angry/0020_000389.wav,mfccs/0020_000389_mfcc.pt,Anger
./dataset/ravdess/Actor_14/03-01-06-02-02-02-14.wav,mfccs/03-01-06-02-02-02-14_mfcc.pt,Fear
./dataset/mlend/MLEndSND_Public/30866.wav,mfccs/30866_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/27929.wav,mfccs/27929_mfcc.pt,Neutral
./dataset/esd/0015/Neutral/0015_000131.wav,mfccs/0015_000131_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/17444.wav,mfccs/17444_mfcc.pt,Happy
./dataset/esd/0018/Sad/0018_001124.wav,mfccs/0018_001124_mfcc.pt,Sad
./dataset/esd/0013/Neutral/0013_000022.wav,mfccs/0013_000022_mfcc.pt,Neutral
./dataset/tess/OAF_neutral/OAF_keen_neutral.wav,mfccs/OAF_keen_neutral_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1070_ITS_SAD_XX.wav,mfccs/1070_ITS_SAD_XX_mfcc.pt,Sad
./dataset/meld/train/dia337_utt14.mp4,mfccs/dia337_utt14_mfcc.pt,Surprise
./dataset/esd/0012/Sad/0012_001365.wav,mfccs/0012_001365_mfcc.pt,Sad
./dataset/esd/0017/Happy/0017_000725.wav,mfccs/0017_000725_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/28941.wav,mfccs/28941_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/39813.wav,mfccs/39813_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/33495.wav,mfccs/33495_mfcc.pt,Bored
./dataset/esd/0018/Sad/0018_001397.wav,mfccs/0018_001397_mfcc.pt,Sad
./dataset/esd/0020/Angry/0020_000590.wav,mfccs/0020_000590_mfcc.pt,Anger
./dataset/crema-d/AudioWAV/1011_IEO_FEA_HI.wav,mfccs/1011_IEO_FEA_HI_mfcc.pt,Fear
./dataset/esd/0011/Happy/0011_000916.wav,mfccs/0011_000916_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/32602.wav,mfccs/32602_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/37762.wav,mfccs/37762_mfcc.pt,Bored
./dataset/ravdess/Actor_19/03-01-04-01-02-02-19.wav,mfccs/03-01-04-01-02-02-19_mfcc.pt,Sad
./dataset/meld/train/dia860_utt11.mp4,mfccs/dia860_utt11_mfcc.pt,Disgust
./dataset/crema-d/AudioWAV/1056_IEO_SAD_MD.wav,mfccs/1056_IEO_SAD_MD_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/16229.wav,mfccs/16229_mfcc.pt,Question
./dataset/mlend/MLEndSND_Public/04726.wav,mfccs/04726_mfcc.pt,Question
./dataset/esd/0012/Happy/0012_001005.wav,mfccs/0012_001005_mfcc.pt,Happy
./dataset/meld/train/dia526_utt4.mp4,mfccs/dia526_utt4_mfcc.pt,Happy
./dataset/mlend/MLEndSND_Public/13784.wav,mfccs/13784_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/19536.wav,mfccs/19536_mfcc.pt,Happy
./dataset/meld/train/dia882_utt0.mp4,mfccs/dia882_utt0_mfcc.pt,Neutral
./dataset/crema-d/AudioWAV/1062_IWL_SAD_XX.wav,mfccs/1062_IWL_SAD_XX_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/06098.wav,mfccs/06098_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/06388.wav,mfccs/06388_mfcc.pt,Question
./dataset/ravdess/Actor_13/03-01-07-02-02-02-13.wav,mfccs/03-01-07-02-02-02-13_mfcc.pt,Disgust
./dataset/ravdess/Actor_11/03-01-07-02-01-02-11.wav,mfccs/03-01-07-02-01-02-11_mfcc.pt,Disgust
./dataset/mlend/MLEndSND_Public/34241.wav,mfccs/34241_mfcc.pt,Bored
./dataset/esd/0013/Angry/0013_000521.wav,mfccs/0013_000521_mfcc.pt,Anger
./dataset/esd/0016/Surprise/0016_001440.wav,mfccs/0016_001440_mfcc.pt,Surprise
./dataset/esd/0011/Angry/0011_000542.wav,mfccs/0011_000542_mfcc.pt,Anger
./dataset/mlend/MLEndSND_Public/19804.wav,mfccs/19804_mfcc.pt,Bored
./dataset/mlend/MLEndSND_Public/07133.wav,mfccs/07133_mfcc.pt,Bored
./dataset/crema-d/AudioWAV/1049_MTI_ANG_XX.wav,mfccs/1049_MTI_ANG_XX_mfcc.pt,Anger
./dataset/esd/0018/Sad/0018_001182.wav,mfccs/0018_001182_mfcc.pt,Sad
./dataset/esd/0017/Neutral/0017_000149.wav,mfccs/0017_000149_mfcc.pt,Neutral
./dataset/esd/0020/Neutral/0020_000026.wav,mfccs/0020_000026_mfcc.pt,Neutral
./dataset/esd/0019/Sad/0019_001168.wav,mfccs/0019_001168_mfcc.pt,Sad
./dataset/mlend/MLEndSND_Public/21460.wav,mfccs/21460_mfcc.pt,Neutral
./dataset/esd/0015/Angry/0015_000352.wav,mfccs/0015_000352_mfcc.pt,Anger
./dataset/ravdess/Actor_04/03-01-01-01-01-01-04.wav,mfccs/03-01-01-01-01-01-04_mfcc.pt,Neutral
./dataset/mlend/MLEndSND_Public/21798.wav,mfccs/21798_mfcc.pt,Question
